wordweight,sentiment,topicmodelling
0.3680891949279444,0.03315541807211764,0.016330299432792364
0.45340488953871405,0.018573071214136316,0.46418678274635056
0.5573553548880426,1.0248670982537789E-5,0.8411361737676444
0.3536208132020889,0.41120288122871296,0.025472772841188884
0.5833333333333334,0.6677878931619964,0.33648406731106817
0.0,0.9481535157866672,0.17072681704260856
0.0,0.8661252548357017,0.03803954330269468
0.49953591836421096,0.03304067449656517,0.29333860968210146
0.4073948304615904,1.4482434217921725E-5,0.4052499670228292
0.4371219364827349,0.7804221123235201,0.26797947249077014
0.4873460878270486,0.03397839114338019,0.29431270483895927
0.55,0.0010090760799574272,0.2571428571427994
0.09675685850049943,0.034259435001337046,0.01661846925004471
0.0,0.8655757317556777,0.10897243107769582
0.5477205833801757,0.03333176013318079,0.12390066074274127
0.0,0.870221142001192,0.013868003341684783
0.5094016092103235,0.3049711592992173,0.31081035923135913
0.0,0.8660770721410963,0.39582289055980574
0.5419354362724761,3.4463432881187694E-4,0.4960880462025309
0.5444498598384945,0.21007361765675614,0.7206349206350244
0.48745997967534666,0.20455099330124799,0.33251310093408093
0.0,0.8058036121625438,0.18576441102757058
0.3204444006859653,0.5580097093147404,0.14091896407683055
0.5625541663920609,0.017317147308084424,0.32330827067663903
0.4619194105786641,0.04432530850572319,0.8301046734482576
0.5878106621832033,1.9015995529003682E-5,0.8278002699054184
0.09382483248533278,0.9236745499214537,0.010526315789474418
0.0,0.8627978053604892,0.028753702437907744
0.0,0.9355384104102078,0.013111726685133296
0.4723936517255918,2.5336390975905232E-5,0.6575787294323644
0.4160453947562368,0.033026622915151516,0.4973956630707887
0.5682049799594715,1.525685915930164E-4,0.6802005012531478
0.3072298820307423,0.31688157468318195,0.16658312447782775
0.5910987489166132,7.269412042729684E-4,0.49350298823975763
0.162410922989762,0.2411109927333836,0.04481203007518532
0.5550576083329594,0.01857306685901622,0.564644945697505
0.0,0.8552337237304517,0.033440744718933706
0.3503486397410428,0.033456822639332806,0.11679197994985167
0.3251707469555042,0.024104239408346995,0.05794922087828778
0.45590740543330793,0.10241329002905969,0.27504475474394924
0.4352265593575206,0.846334419645554,0.17293233082702955
0.39434371235654464,0.8714055678804021,0.021026249835114388
0.10262091053083273,0.9567719709149476,0.057500895094872384
0.3960509942459964,0.44424256713214777,0.2218968473816035
0.40152537731366583,0.26970353919443063,0.17529116909919162
0.0,0.49868365036291035,0.04320802005012276
0.5477205833801757,0.0638061200910538,0.2145920356446194
0.38326420156022656,0.49868365036291035,0.03447507658033343
0.5164222643298799,0.039263797471906725,0.2604845446950123
0.3564740585217289,0.8116496021171222,0.12889917100440776
0.3904243761932854,0.4381452808204593,0.0772385509227496
0.40405726664965036,0.8032998337241746,0.0877628854745614
0.43746201697897213,0.004070556430129713,0.4211929824562118
0.0,0.871435672428695,0.040490114174318095
0.0,0.23136445463091676,0.1999999999999612
0.0,0.8713057203021142,0.013533834586467541
0.0,0.4502827992708711,0.1999999999999612
0.4634619053060449,0.33425417704095933,0.2365198711062925
0.6666666666666666,0.10977557815633099,0.41167203723586576
0.3707007153967206,0.33057083258067327,0.6295444493586404
0.6108879224797401,5.878906576513021E-4,0.9147869674184276
0.0,0.018811449760343824,0.11205285942125863
0.5155503407151064,0.005742396844731379,0.2360902255639038
0.3028421007377338,0.0026401004933520045,0.22636001769125325
0.2642766464975531,0.8727924051493915,0.041470342522968835
0.40963971768645013,0.8659428702089538,0.2725932478254128
0.0,0.8713946252942928,0.050626566416032005
0.2746593158111196,0.41428915945567574,0.043335611756657816
0.0,0.8679930131962705,0.12701754385965067
0.3799543117530799,8.090509578873584E-4,0.0194820384294035
0.44990485724315593,0.25094802789417125,0.5193984962405352
0.0,0.39097735399960665,0.1999999999999612
0.0,0.49868365036291035,0.09974937343358527
0.09895587801187442,0.020215316982829634,0.02545252018935668
0.4685511966909998,0.06514145882343286,0.33655190608099705
0.45557150118797346,0.033022868583740594,0.3812531328320253
0.7812190620271395,0.05810891944761454,0.7386322950231614
0.0,0.2733112880218405,0.05181134654818094
0.0,0.870700326752801,0.07891952102477218
0.2703029007506532,0.2303273865235833,0.19868903026793527
0.4664278789055228,0.008886237171091882,0.25886716791984127
0.0,0.2828892130958396,0.1999999999999612
0.5454545454545454,0.8714388404159596,0.15199764116170428
0.5162228776625802,0.03335516151289719,0.6217209690893122
0.33502461029311903,0.0013324694250369529,0.20501253132832786
0.5562814825549665,0.03299725894611755,0.7731387291758175
0.47192903830464317,0.004194666843580552,0.9158665895506722
0.0,0.046367230168526896,0.03272466881488806
0.0,0.8714446327101879,0.16777658431791154
0.3163147239042457,0.0019133648463520725,0.1721303258145017
0.0,0.8714034642301687,0.0288798920377824
0.0,0.863171421955919,0.027568922305760118
0.0,0.39097735399960665,0.1999999999999612
0.3268747575989483,0.039232382440572755,0.21491965207132258
0.39143855447308923,0.9103527842353385,0.11433128275231343
0.0,0.412988377745476,0.04203365556748304
0.5145704542421987,0.10241002702845364,0.2980451127819019
0.6986262381198127,0.6677878931619964,0.8352033930980142
0.46373496214349796,1.1058227927240871E-6,0.5893647161382515
0.38377792105217906,2.7529722396435474E-4,0.3673414304992598
0.0,0.8714335474963613,0.04725449988607188
0.28229831349351775,0.03315097478224338,0.4042028147290638
0.0,0.758379795261159,0.09874686716792093
0.5458391325218761,0.03572423598330238,0.6076190476189703
0.42165938024420613,0.04750252771845659,0.8457254246726646
0.10750762055611049,0.7900212707944794,0.022623224728484544
0.4115315519545052,0.8554234251960628,0.0445587653343896
0.5083460504755755,0.7528698504152702,0.8932035972282896
0.43849060233802933,0.6856842496005391,0.24764291681586548
0.345809725468988,0.04276523961529205,0.10663324979112376
0.5559856615555069,0.03299672054766073,0.4531662489556621
0.0,0.1392810105594851,0.06733500417711928
0.38758177957448536,0.03494198241024732,0.0897243107769273
0.4035348418941696,0.04411247170368443,0.05911445279865574
0.6788546781975442,2.6072408065846986E-8,0.8529657477026477
0.0,0.8707615357278882,0.02811574390521236
0.5633697429053236,0.23465753537013406,0.3646974579304687
0.3971617716801142,0.8577927164562669,0.8015037593984513
0.5054175017515268,0.034335695547221046,0.7935950988581347
0.2243233389610168,0.9999023181416757,0.05993555316863864
0.47524706906528663,0.033043871417596904,0.5561631351104142
0.0,0.8308386284335672,0.021219715956554745
0.4537613677298762,9.005822697583099E-6,0.5885596343800211
0.14075613325779374,0.2514699543016231,0.04394319131161616
0.31737418500732145,0.35652379031866416,0.32299168975069453
0.3999562777300352,0.018903169074847126,0.4030293124115195
0.7042121786316544,0.3425551699542328,0.5059649122806703
0.4091282380517728,0.3344564487287703,0.46407194456726264
0.0,0.8315471589294884,0.25253132832079256
0.0,0.1700061656358453,0.04240601503759148
0.2932671036063779,0.10712427723259527,0.44543176122115385
0.4154942993205922,2.2503566359854954E-5,0.36760949994036046
0.48400223538344384,0.0013481125635374513,0.1942934258723318
0.0,0.1404998907696965,0.04842105263157619
0.3425805480207544,0.01541569982047597,0.1381119465329714
0.3336653711819455,0.03299666835722537,0.07202789582652797
0.4444513587665594,0.06147823454857319,0.05406373075546379
0.506415257576609,1.783068234016416E-4,0.49489513256827494
